id,title,dayPort,price,basePrice,promotion,activityLevel,stock,stockStatus,categories,interests,restrictions,descriptionWordCount,highlightCount,description,highlights,copyForAnalysis
Y4YS,Destination Highlight: Waterfront and Wildlife Cruise,"Day 3 | KETCHIKAN, ALASKA",146.99,146.99,(25% OFF) LAST CHANCE SAVINGS,Mild,9999,IN_STOCK,Shore Excursions; Excursions,Destination Highlights; Nature & Wildlife,,27,4,"Cruise along Ketchikan's local waterfront aboard an Alaskan-built, expedition-style vessel, as you learn about the region’s rich maritime history and explore the waters in search of wildlife.","Begin your immersive nature experience, as you hop aboard a deluxe, Alaskan-built expedition vessel (complete with comfortable seating, a heated cabin and wrap-around windows) and set sail across the beautiful harbors of Ketchikan's dynamic waterfront.; Soak in the breathtaking views of the rugged Alaskan wilderness, as you learn about the town’s rich maritime culture, along with its colorful past, including rum runners, fish pirates and so much more.; Experience Ketchikan from a unique vantage point — your boat! Take in stunning views of one of historic Creek Street and the world’s largest collection of totem poles at Saxman Native Village, all without ever stepping ashore.; Along the way, navigate the waters within the tribal boundaries of the Metlakatla Indian Community in search of local wildlife among the tidelines of Nichol's Passage, which if luck permits, may include curious whales, lounging seals, majestic bald eagles and many other species.","Destination Highlight: Waterfront and Wildlife Cruise

Cruise along Ketchikan's local waterfront aboard an Alaskan-built, expedition-style vessel, as you learn about the region’s rich maritime history and explore the waters in search of wildlife.

Begin your immersive nature experience, as you hop aboard a deluxe, Alaskan-built expedition vessel (complete with comfortable seating, a heated cabin and wrap-around windows) and set sail across the beautiful harbors of Ketchikan's dynamic waterfront.

Soak in the breathtaking views of the rugged Alaskan wilderness, as you learn about the town’s rich maritime culture, along with its colorful past, including rum runners, fish pirates and so much more.

Experience Ketchikan from a unique vantage point — your boat! Take in stunning views of one of historic Creek Street and the world’s largest collection of totem poles at Saxman Native Village, all without ever stepping ashore.

Along the way, navigate the waters within the tribal boundaries of the Metlakatla Indian Community in search of local wildlife among the tidelines of Nichol's Passage, which if luck permits, may include curious whales, lounging seals, majestic bald eagles and many other species."
KEBZ,Destination Highlight: Alaska's First City Highlights and Lumberjack Show,"Day 3 | KETCHIKAN, ALASKA",111.99,111.99,(20% OFF) FLASH SALE,Mild,9999,IN_STOCK,Shore Excursions; Excursions,Sustainable; Cultural; Sightseeing; Destination Highlights,,72,3,"This exciting Ketchikan shore excursion combines a visit to Saxman Native Village and the Great Alaska Lumberjack Show. Start your adventure with a drive past historic creek street on your way to saxman Native Village, where you'll learn the culture of southeast Alaskan Natives, including the story behind their majestic totem poles. Then enjoy The Great Alaskan Lumberjack Show as lumberjacks bring to life Alaska's timber history with an action packed competition.",Enjoy a guided tour through the living culture of modern day Southeast Alaskan Natives at Saxman Native Village.; Live the life of a lumberjack through educational and thrill-seeking competitive events.; Experience Saxman Native Village and the Great Alaska Lumberjack Show.,"Destination Highlight: Alaska's First City Highlights and Lumberjack Show

This exciting Ketchikan shore excursion combines a visit to Saxman Native Village and the Great Alaska Lumberjack Show. Start your adventure with a drive past historic creek street on your way to saxman Native Village, where you'll learn the culture of southeast Alaskan Natives, including the story behind their majestic totem poles. Then enjoy The Great Alaskan Lumberjack Show as lumberjacks bring to life Alaska's timber history with an action packed competition.

Enjoy a guided tour through the living culture of modern day Southeast Alaskan Natives at Saxman Native Village.

Live the life of a lumberjack through educational and thrill-seeking competitive events.

Experience Saxman Native Village and the Great Alaska Lumberjack Show."
KEBE,Destination Highlight: A Great Alaskan Lumberjack Show,"Day 3 | KETCHIKAN, ALASKA",47.99,47.99,(20% OFF) FLASH SALE,Mild,9999,IN_STOCK,Shore Excursions; Excursions,Cultural; Destination Highlights,,128,2,"Marvel as Ketchikan’s celebrated world-class timber athletes compete and entertain in the famous Ketchikan Great Alaskan Lumberjack Show. Watch a show heralded a “must-see” by the Travel Channel. Marvel as Alaskan history comes alive in Alaska’s rowdiest show. The cheering and heckles will become roars of excitement as two rugged teams of champion lumberjack athletes compete in chopping, sawing, tree climbing, log rolling, and axe throwing. See the Ketchikan lumberjacks compete in 12 different thrilling events. Enjoy music and incredible entertainment while learning about Alaskan logging history. The historic show is located on the waterfront shopping district just a few blocks from the port. Sit in comfortable heated, cushioned, and covered grandstand seats while watching this actual Alaskan competition. Have your camera ready for the incredible lumberjack action.",Watch Alaska's rich logging history come to life as you visit The Great Alaskan Lumberjack Show.; See the world's best timber athletes go head to head in more than a dozen exciting and dangerous events.,"Destination Highlight: A Great Alaskan Lumberjack Show

Marvel as Ketchikan’s celebrated world-class timber athletes compete and entertain in the famous Ketchikan Great Alaskan Lumberjack Show. Watch a show heralded a “must-see” by the Travel Channel. Marvel as Alaskan history comes alive in Alaska’s rowdiest show. The cheering and heckles will become roars of excitement as two rugged teams of champion lumberjack athletes compete in chopping, sawing, tree climbing, log rolling, and axe throwing. See the Ketchikan lumberjacks compete in 12 different thrilling events. Enjoy music and incredible entertainment while learning about Alaskan logging history. The historic show is located on the waterfront shopping district just a few blocks from the port. Sit in comfortable heated, cushioned, and covered grandstand seats while watching this actual Alaskan competition. Have your camera ready for the incredible lumberjack action.

Watch Alaska's rich logging history come to life as you visit The Great Alaskan Lumberjack Show.

See the world's best timber athletes go head to head in more than a dozen exciting and dangerous events."
KEBY,Destination Highlight: Exclusive Alaskan Lodge Adventure and Seafood Feast,"Day 3 | KETCHIKAN, ALASKA",248.99,248.99,(10% OFF) PRE-CRUISE SAVINGS,Mild,7,LOW_STOCK,Shore Excursions; Excursions,Food and Wine; Nature & Wildlife; Destination Highlights,,90,3,"Starting off with a scenic drive from Ketchikan to Clover Pass Resort, this combination Alaskan lodge and sea feast excursion delivers both the natural wonders and tastes of Alaska. From the resort, board an adventure boat in search of wildlife, visit an eagle's nest and venture past a US submarine testing site, before stopping at Silverking Lodge within the Tongass National Forest. After taking in the sights you will enjoy a delicious Alaskan seafood boil meal. Meal includes locally sourced seafoods such as crab and prawns, potatoes, corn and garlic.","Enjoy a scenic drive through Ketchikan to Clover Pass Resort, while learning more about life on the island.; Capture the beauty in seeing an eagle's nest first hand, and venture past a US submarine acoustic testing facility.; Experience Silverking Lodge in Grant Island Marine Park, and view the largest known red cedar in Tongass National Forest.","Destination Highlight: Exclusive Alaskan Lodge Adventure and Seafood Feast

Starting off with a scenic drive from Ketchikan to Clover Pass Resort, this combination Alaskan lodge and sea feast excursion delivers both the natural wonders and tastes of Alaska. From the resort, board an adventure boat in search of wildlife, visit an eagle's nest and venture past a US submarine testing site, before stopping at Silverking Lodge within the Tongass National Forest. After taking in the sights you will enjoy a delicious Alaskan seafood boil meal. Meal includes locally sourced seafoods such as crab and prawns, potatoes, corn and garlic.

Enjoy a scenic drive through Ketchikan to Clover Pass Resort, while learning more about life on the island.

Capture the beauty in seeing an eagle's nest first hand, and venture past a US submarine acoustic testing facility.

Experience Silverking Lodge in Grant Island Marine Park, and view the largest known red cedar in Tongass National Forest."
KEBP,Small Group: Coastal Wildlife Cruise,"Day 3 | KETCHIKAN, ALASKA",244.99,244.99,(5% OFF) PRE-CRUISE SAVINGS,Mild,1,LOW_STOCK,Shore Excursions; Excursions,Nature & Wildlife; Small Group Discoveries; Aquatics & Water Activity ,Are you greater than or equal to 5.0 years ?; Are you less than or equal to 320.0 lbs ?,71,1,"See a variety of wildlife up close from onboard a unique, high speed boat specially designed for viewing wildlife. Although bear viewing is the primary objective, you’ll see a variety of other wildlife. In early summer, bears come out of the forest to forage while whales, seals, porpoise, and eagles follow schools of Herring and Needlefish. Later in the season, bears gather near creek mouths waiting for fish to move upstream.","Enjoy a high-speed boat ride in search of Black bears, eagles, seals, sea lions, porpoise, orca and Humpback whales.","Small Group: Coastal Wildlife Cruise

See a variety of wildlife up close from onboard a unique, high speed boat specially designed for viewing wildlife. Although bear viewing is the primary objective, you’ll see a variety of other wildlife. In early summer, bears come out of the forest to forage while whales, seals, porpoise, and eagles follow schools of Herring and Needlefish. Later in the season, bears gather near creek mouths waiting for fish to move upstream.

Enjoy a high-speed boat ride in search of Black bears, eagles, seals, sea lions, porpoise, orca and Humpback whales."
SKA3,Destination Highlight: White Pass Railway and Klondike Highway Journey,"Day 5 | SKAGWAY, ALASKA",,0,,Mild,9999,IN_STOCK,Shore Excursions; Excursions,Sustainable; Sightseeing; Destination Highlights,,191,5,"Step back in time to relive the glory days of Alaska's Gold Rush as you board a vintage rail car and retrace the original route up to the Yukon's White Pass Summit. The world-famous narrow gauge White Pass & Yukon Route Railroad, revered as the ""Scenic Railway of the World "", promises an unforgettable ride along the eastern side of the historic White Pass as you retrace the steps of early gold seekers, venturing along an iron trail that was built over 100 years ago through some of the North's most rugged terrain. Venture 20 miles toward the impressive 2,865-foot summit, enjoying views of Alaska's lush and verdant landscape along the way. Upon arrival at the summit, you'll board a motor coach for a narrated tour back to Skagway. Soak in the marvelous scenery and legendary landmarks as you pass by the historical areas of Brackett Wagon Road, Pitch Fork Falls, Dead Horse Gulch, and the infamous Tormented Valley. Throughout the journey, your guide will regale you with stories of the hardships faced by the stampeders, and how they overcame their struggles against the harsh climate and topography of the region.","Experience the beauty of the Yukon’s White Pass Summit by both train and motor coach.; Relive the history of Alaska’s Gold Rush era, following in the footsteps of the early gold seekers, as you ride the White Pass Railway and climb the same route as Gold Rush Stampeders.; Journey 20 miles from tidewater to the summit of the White Pass - a 2,865-foot elevation.; Soak in the magnificent panorama of mountains, gorges, waterfalls, tunnels, trestles, and historic sites from the comfort of a vintage railcar.; Learn about the significance of the White Pass & Yukon Route Railroad, built in 1898 during the Klondike Gold Rush and regarded a Historic Civil Engineering Landmark.","Destination Highlight: White Pass Railway and Klondike Highway Journey

Step back in time to relive the glory days of Alaska's Gold Rush as you board a vintage rail car and retrace the original route up to the Yukon's White Pass Summit. The world-famous narrow gauge White Pass & Yukon Route Railroad, revered as the ""Scenic Railway of the World "", promises an unforgettable ride along the eastern side of the historic White Pass as you retrace the steps of early gold seekers, venturing along an iron trail that was built over 100 years ago through some of the North's most rugged terrain. Venture 20 miles toward the impressive 2,865-foot summit, enjoying views of Alaska's lush and verdant landscape along the way. Upon arrival at the summit, you'll board a motor coach for a narrated tour back to Skagway. Soak in the marvelous scenery and legendary landmarks as you pass by the historical areas of Brackett Wagon Road, Pitch Fork Falls, Dead Horse Gulch, and the infamous Tormented Valley. Throughout the journey, your guide will regale you with stories of the hardships faced by the stampeders, and how they overcame their struggles against the harsh climate and topography of the region.

Experience the beauty of the Yukon’s White Pass Summit by both train and motor coach.

Relive the history of Alaska’s Gold Rush era, following in the footsteps of the early gold seekers, as you ride the White Pass Railway and climb the same route as Gold Rush Stampeders.

Journey 20 miles from tidewater to the summit of the White Pass - a 2,865-foot elevation.

Soak in the magnificent panorama of mountains, gorges, waterfalls, tunnels, trestles, and historic sites from the comfort of a vintage railcar.

Learn about the significance of the White Pass & Yukon Route Railroad, built in 1898 during the Klondike Gold Rush and regarded a Historic Civil Engineering Landmark."
Y74V,Destination Highlight: Glacier Gardens and Salmon Bake,"Day 4 | JUNEAU, ALASKA",120.99,120.99,(15% OFF) PRE-CRUISE SAVINGS,Mild,9999,IN_STOCK,Shore Excursions; Excursions,Destination Highlights; Food and Wine; Sustainable,,131,3,"Take a fully narrated tour of Alaska's Glacier Gardens Rainforest and wrap up with an Alaskan-style salmon feast. Hear how local owners came to develop the area and the history behind their notorious upside down trees. Then, embark on a mile long journey into the rainforest. Enjoy a brief stop in the greenhouse at the bottom of the mountain before traveling to a lovely spot in the Alaskan rainforest for an al fresco salmon bake. Relax to musical entertainment and warm up in the covered and heated pavilion. Or, go for a trek to find a nearby creek, waterfall, and the remnants of an abandoned mine. Then, it’s time to savor a feast of alder wood-grilled salmon, barbecue ribs, and an assortment of sides sure to satisfy the heartiest wilderness appetite.","Ascend to the heart of the rainforest at an elevation of 580 feet, and soak in the breathtaking views.; Explore Rainforest Gardens' colorful history as you walk through its lower garden, amazingly designed landscapes, and cascading stream.; Savor an outdoor Alaskan salmon bake, featuring alder wood-grilled salmon and all the trimmings.","Destination Highlight: Glacier Gardens and Salmon Bake

Take a fully narrated tour of Alaska's Glacier Gardens Rainforest and wrap up with an Alaskan-style salmon feast. Hear how local owners came to develop the area and the history behind their notorious upside down trees. Then, embark on a mile long journey into the rainforest. Enjoy a brief stop in the greenhouse at the bottom of the mountain before traveling to a lovely spot in the Alaskan rainforest for an al fresco salmon bake. Relax to musical entertainment and warm up in the covered and heated pavilion. Or, go for a trek to find a nearby creek, waterfall, and the remnants of an abandoned mine. Then, it’s time to savor a feast of alder wood-grilled salmon, barbecue ribs, and an assortment of sides sure to satisfy the heartiest wilderness appetite.

Ascend to the heart of the rainforest at an elevation of 580 feet, and soak in the breathtaking views.

Explore Rainforest Gardens' colorful history as you walk through its lower garden, amazingly designed landscapes, and cascading stream.

Savor an outdoor Alaskan salmon bake, featuring alder wood-grilled salmon and all the trimmings."
KEC8,Destination Highlight: Wildlife Safari and Beach Campfire,"Day 3 | KETCHIKAN, ALASKA",,0,,Moderate,9999,IN_STOCK,Shore Excursions; Excursions,Nature & Wildlife; Destination Highlights; Aquatics & Water Activity ,Are you greater than or equal to 5.0 years ?,149,5,"Search for Alaska's wildlife aboard our expedition vessel, followed by a visit to a remote beach where you'll enjoy the warm hospitality of Native camp hosts. Meet your knowledgeable captain who will use his understanding of tides, weather, and seasonal variations to design a one-of-a-kind wildlife-viewing expedition. Keep on the lookout for humpback whales, orcas, Dall's porpoise, harbor seals, bears, and eagles. Learn about the life-cycles and behaviors of these animals from your onboard naturalist. Then, journey to the remote Annette Island where you'll meet your Tsimshian Alaska Native hosts. Explore the old growth rainforest and learn traditional harvesting techniques in the intertidal zone. After the fire has been lit ( ""La Gwelga Lak "") you'll savor reindeer sausage, a variety of chips, salmonberry jam, and other local delights beside the mesmerizing campfire. Roast marshmallows for s’mores with chocolate. Hot cocoa, water, and coffee will also be available onboard.","Cruise Alaska’s rugged coastline and wilderness passages in search of whales, seals, bears, porpoises, and eagles on an expedition vessel.; Journey to the remote Annette Island where you’ll meet your Tsimshian Alaska Native camp hosts.; Learn intertidal harvesting techniques, while exploring a pristine Alaskan beach.; Savor delicious Alaskan flavors and dishes beside a crackling bonfire.; Enjoy unparalleled access to Alaska’s remote wilderness, while enjoying local culture and flavors on this intimate, boutique experience.","Destination Highlight: Wildlife Safari and Beach Campfire

Search for Alaska's wildlife aboard our expedition vessel, followed by a visit to a remote beach where you'll enjoy the warm hospitality of Native camp hosts. Meet your knowledgeable captain who will use his understanding of tides, weather, and seasonal variations to design a one-of-a-kind wildlife-viewing expedition. Keep on the lookout for humpback whales, orcas, Dall's porpoise, harbor seals, bears, and eagles. Learn about the life-cycles and behaviors of these animals from your onboard naturalist. Then, journey to the remote Annette Island where you'll meet your Tsimshian Alaska Native hosts. Explore the old growth rainforest and learn traditional harvesting techniques in the intertidal zone. After the fire has been lit ( ""La Gwelga Lak "") you'll savor reindeer sausage, a variety of chips, salmonberry jam, and other local delights beside the mesmerizing campfire. Roast marshmallows for s’mores with chocolate. Hot cocoa, water, and coffee will also be available onboard.

Cruise Alaska’s rugged coastline and wilderness passages in search of whales, seals, bears, porpoises, and eagles on an expedition vessel.

Journey to the remote Annette Island where you’ll meet your Tsimshian Alaska Native camp hosts.

Learn intertidal harvesting techniques, while exploring a pristine Alaskan beach.

Savor delicious Alaskan flavors and dishes beside a crackling bonfire.

Enjoy unparalleled access to Alaska’s remote wilderness, while enjoying local culture and flavors on this intimate, boutique experience."
JUR5,Small Group: Helicopter Glacier Walkabout,"Day 4 | JUNEAU, ALASKA",620.99,620.99,(25% OFF) LAST CHANCE SAVINGS,Moderate,6,LOW_STOCK,Shore Excursions; Excursions,Active; Flightseeing; Nature & Wildlife; Small Group Discoveries,Are you less than or equal to 250.0 lbs ?; Are you greater than or equal to 8.0 years ?,71,3,"Embark on a 30-minute helicopter flight over gorgeous Juneau before your pilot lands at our trekking sight on the Mendenhall Glacier. Then take a one-hour guided walk with ample time for photo opportunities. You’ll be outfitted in windproof/waterproof outerwear, hard shell mountaineering boots with crampons, a waist pack complete with a granola bar and water, and a trekking pole for added stability on the glacier. Embark on an unforgettable Alaskan adventure.",Fly over the temperate rainforests and granite peaks that surround Alaska's capital city of Juneau.; Take a walk as your guide provides insightful information about the glacier's features and allows time for photo opportunities.; Enjoy sweeping views of the massive Juneau Icefield and Tongass National Forest on your helicopter flight to and from base camp.,"Small Group: Helicopter Glacier Walkabout

Embark on a 30-minute helicopter flight over gorgeous Juneau before your pilot lands at our trekking sight on the Mendenhall Glacier. Then take a one-hour guided walk with ample time for photo opportunities. You’ll be outfitted in windproof/waterproof outerwear, hard shell mountaineering boots with crampons, a waist pack complete with a granola bar and water, and a trekking pole for added stability on the glacier. Embark on an unforgettable Alaskan adventure.

Fly over the temperate rainforests and granite peaks that surround Alaska's capital city of Juneau.

Take a walk as your guide provides insightful information about the glacier's features and allows time for photo opportunities.

Enjoy sweeping views of the massive Juneau Icefield and Tongass National Forest on your helicopter flight to and from base camp."
JUR9,Destination Highlight: Mendenhall Glacier and Gardens,"Day 4 | JUNEAU, ALASKA",156.99,156.99,(10% OFF) PRE-CRUISE SAVINGS,Mild,9999,IN_STOCK,Shore Excursions; Excursions,Cultural; Sustainable; Nature & Wildlife; Destination Highlights,,76,3,"Take a fully narrated tour of Alaska's Glacier Gardens Rainforest and visit the famous Mendenhall Glacier. Hear how local owners came to develop the area and the history behind their notorious upside down trees. Then, embark on a mile long journey into the rainforest. Enjoy a brief stop in the greenhouse at the bottom of the mountain before traveling to Mendenhall Glacier, where you'll walk along the trails and watch a short movie about its history.","Ascend to the heart of the rainforest at an elevation of 580 feet, and soak in the breathtaking views.; Visit Mendenhall Glacier, a massive river of compressed blue ice, and the largest, most rugged glacier accessible by road.; Explore Rainforest Gardens' colorful history as you walk through its lower garden, amazingly designed landscapes, and cascading stream.","Destination Highlight: Mendenhall Glacier and Gardens

Take a fully narrated tour of Alaska's Glacier Gardens Rainforest and visit the famous Mendenhall Glacier. Hear how local owners came to develop the area and the history behind their notorious upside down trees. Then, embark on a mile long journey into the rainforest. Enjoy a brief stop in the greenhouse at the bottom of the mountain before traveling to Mendenhall Glacier, where you'll walk along the trails and watch a short movie about its history.

Ascend to the heart of the rainforest at an elevation of 580 feet, and soak in the breathtaking views.

Visit Mendenhall Glacier, a massive river of compressed blue ice, and the largest, most rugged glacier accessible by road.

Explore Rainforest Gardens' colorful history as you walk through its lower garden, amazingly designed landscapes, and cascading stream."
KED1,Destination Highlight: Rainforest Canoe and Nature Trail,"Day 3 | KETCHIKAN, ALASKA",137.99,137.99,(25% OFF) LAST CHANCE SAVINGS,Moderate,9999,IN_STOCK,Shore Excursions; Excursions,Nature & Wildlife; Small Group Discoveries; Aquatics & Water Activity ,Are you greater than or equal to 40.0 lbs ?,191,3,"Today's adventure begins with a scenic drive to a secluded mountain lake, where a 37-foot Native American-style canoe - fast, stable and easy to maneuver - awaits. As you paddle under the direction of an experienced guide, scan the shore for wildlife and learn about the natural and native history of the area. The lake is surrounded by the pristine Tongass National Forest, the largest national forest in the United States and the world's largest temperate rainforest. It's the ideal place to paddle a canoe and let the stillness of nature envelope you. Step ashore at a remote base camp and enjoy an Alaska-style snack of homemade smoked salmon spread, clam chowder, rolls and wild-berry jam before following your knowledgeable guide on a short nature walk. The guide will point out the unusual flora and fauna of the old-growth forest, including a carnivorous plant, the sundew, that uses tentacles with adhesive ""dew "" to capture small insects. Don't miss this rare opportunity to comfortably explore Southeast Alaska the same way it was discovered by its original explorers, in harmony with nature and in tune with the haunting beauty of wild Alaska.","Fall under the spell of the peace, stillness and unparalleled splendor of Tongass National Forest as you paddle across a serene lake and walk among the towering trees.; Paddle a native canoe to experience these surroundings as pioneers did.; Learn about the plants and animals that inhibit this old-growth forest.","Destination Highlight: Rainforest Canoe and Nature Trail

Today's adventure begins with a scenic drive to a secluded mountain lake, where a 37-foot Native American-style canoe - fast, stable and easy to maneuver - awaits. As you paddle under the direction of an experienced guide, scan the shore for wildlife and learn about the natural and native history of the area. The lake is surrounded by the pristine Tongass National Forest, the largest national forest in the United States and the world's largest temperate rainforest. It's the ideal place to paddle a canoe and let the stillness of nature envelope you. Step ashore at a remote base camp and enjoy an Alaska-style snack of homemade smoked salmon spread, clam chowder, rolls and wild-berry jam before following your knowledgeable guide on a short nature walk. The guide will point out the unusual flora and fauna of the old-growth forest, including a carnivorous plant, the sundew, that uses tentacles with adhesive ""dew "" to capture small insects. Don't miss this rare opportunity to comfortably explore Southeast Alaska the same way it was discovered by its original explorers, in harmony with nature and in tune with the haunting beauty of wild Alaska.

Fall under the spell of the peace, stillness and unparalleled splendor of Tongass National Forest as you paddle across a serene lake and walk among the towering trees.

Paddle a native canoe to experience these surroundings as pioneers did.

Learn about the plants and animals that inhibit this old-growth forest."
JUH2,"Small Group: Alaska's Whales, Glaciers and Rainforest Walk","Day 4 | JUNEAU, ALASKA",,0,,Moderate,1,LOW_STOCK,Shore Excursions; Excursions,Sustainable; Positive Impact; Small Group Discoveries; Sightseeing,,197,3,"Delve into the wonders of Juneau's wilderness as your professional interpretive guide leads you through the temperate rainforest surrounding the Mendenhall Glacier. Mendenhall, one of the most spectacular - yet accessible - glaciers in North America, is just 13 miles from downtown Juneau. A half-mile wide, it's also part of a 13-mile Juneau Ice Field, which terminates in Mendenhall Lake, where blue icebergs bob in the shadow of the stately Coast Mountains. The glacier is surrounded by trails of varying distances, from which you can gaze at salmon streams or marvel at tumbling waterfalls. Black bears, porcupines, beavers, and bald eagles inhabit the area around the trails, and sightings are likely. Then, take to the water in a vessel designed for marine viewing, with open stern and bow, large panel windows, and a low-to-the-water vantage point. The local captain and professional naturalist intimately know these waters and the humpback whales, orcas, and other sea creatures that inhabit them, and excel at spotting them while keeping a respectful distance. This tour unveils all the natural wonders that Juneau and the Alaskan wilderness have to offer, in a personable setting that engages both the seasoned and the novice traveler.","Gaze at the majestic Coast Mountains reflected in the calm waters of Mendenhall Lake.; Join your professional naturalist and seasoned captain as they share their local expertise and deepen your connection to Juneau.; Stretch your legs and expand your knowledge of Alaskan wildlife on a gentle hike around the Mendenhall Glacier recreational area, one of the continent's most accessible glaciers.","Small Group: Alaska's Whales, Glaciers and Rainforest Walk

Delve into the wonders of Juneau's wilderness as your professional interpretive guide leads you through the temperate rainforest surrounding the Mendenhall Glacier. Mendenhall, one of the most spectacular - yet accessible - glaciers in North America, is just 13 miles from downtown Juneau. A half-mile wide, it's also part of a 13-mile Juneau Ice Field, which terminates in Mendenhall Lake, where blue icebergs bob in the shadow of the stately Coast Mountains. The glacier is surrounded by trails of varying distances, from which you can gaze at salmon streams or marvel at tumbling waterfalls. Black bears, porcupines, beavers, and bald eagles inhabit the area around the trails, and sightings are likely. Then, take to the water in a vessel designed for marine viewing, with open stern and bow, large panel windows, and a low-to-the-water vantage point. The local captain and professional naturalist intimately know these waters and the humpback whales, orcas, and other sea creatures that inhabit them, and excel at spotting them while keeping a respectful distance. This tour unveils all the natural wonders that Juneau and the Alaskan wilderness have to offer, in a personable setting that engages both the seasoned and the novice traveler.

Gaze at the majestic Coast Mountains reflected in the calm waters of Mendenhall Lake.

Join your professional naturalist and seasoned captain as they share their local expertise and deepen your connection to Juneau.

Stretch your legs and expand your knowledge of Alaskan wildlife on a gentle hike around the Mendenhall Glacier recreational area, one of the continent's most accessible glaciers."
SKQI,Destination Highlight: Musher's Camp and Sled Dog Experience,"Day 5 | SKAGWAY, ALASKA",394.99,394.99,(5% OFF) PRE-CRUISE SAVINGS,Moderate,9999,IN_STOCK,Shore Excursions; Excursions,Active; Cultural; Nature & Wildlife; Destination Highlights,,173,4,"Your adventure begins with a fascinating historic tour led by your knowledgeable guide through downtown Skagway and along nine miles of breathtaking coastline to our Musher’s Camp in Dyea. From there, you will embark on an exciting ride up a rugged mountain road in our specialized unimog, surrounded by stunning glacial streams and waterfalls. Upon reaching the top, you will be greeted by your musher and a team of energetic Alaskan Huskies, ready to take you on an exhilarating ride down a mile-long trail deep within the Tongass National Rainforest on a custom-designed, wheeled sled. After your thrilling ride, your unimog will take you to a breathtaking overlook of the Dyea tidal flats, surrounded by stunning scenery. Next, enjoy a ""Kennel Talk,"" where we will share fascinating information about dog sledding and answer any questions you may have. You'll also have plenty of time to play with our adorable puppies, whose socialization is essential to their racing success. Finally, your visit will be completed with a cozy fire and a unique gift shop.",Enjoy an enchanting 1-mile dog sled ride through the forest.; See Alaska's awe-inspiring beauty with a private overlook of the beautiful Dyea Valley and Lynn Canal.; Meet the future generations and cuddle with adorable pups after your sledding adventure.; Take an exciting ride on our specialized 4X4 Unimog up the mountain to the dog sled training area,"Destination Highlight: Musher's Camp and Sled Dog Experience

Your adventure begins with a fascinating historic tour led by your knowledgeable guide through downtown Skagway and along nine miles of breathtaking coastline to our Musher’s Camp in Dyea. From there, you will embark on an exciting ride up a rugged mountain road in our specialized unimog, surrounded by stunning glacial streams and waterfalls. Upon reaching the top, you will be greeted by your musher and a team of energetic Alaskan Huskies, ready to take you on an exhilarating ride down a mile-long trail deep within the Tongass National Rainforest on a custom-designed, wheeled sled. After your thrilling ride, your unimog will take you to a breathtaking overlook of the Dyea tidal flats, surrounded by stunning scenery. Next, enjoy a ""Kennel Talk,"" where we will share fascinating information about dog sledding and answer any questions you may have. You'll also have plenty of time to play with our adorable puppies, whose socialization is essential to their racing success. Finally, your visit will be completed with a cozy fire and a unique gift shop.

Enjoy an enchanting 1-mile dog sled ride through the forest.

See Alaska's awe-inspiring beauty with a private overlook of the beautiful Dyea Valley and Lynn Canal.

Meet the future generations and cuddle with adorable pups after your sledding adventure.

Take an exciting ride on our specialized 4X4 Unimog up the mountain to the dog sled training area"
JUS9,Small Group: Alaskan Halibut Fishing,"Day 4 | JUNEAU, ALASKA",473.99,473.99,(25% OFF) LAST CHANCE SAVINGS,Mild,3,LOW_STOCK,Shore Excursions; Excursions,Active; Small Group Discoveries; Aquatics & Water Activity ,Are you less than or equal to 350.0 lbs ?,71,2,"Begin your Alaskan fishing adventure on a scenic 30-minute cruise with sight possibilities of glaciers, whales, and other marine mammals. Your target fish will be halibut; however, you might also catch other bottom fish, such as pacific cod and a variety of rockfish. Fish in the local hot spots for approximately three hours as you enjoy snacks, refreshing beverages, and spectacular views. Then, have your catch professionally processed and shipped home.","Enjoy a scenic cruise on route to your fishing grounds and spot a variety of marine mammals along the way.; Explore the abundant waters of Juneau, Alaska and fish for halibut, cod, and more.","Small Group: Alaskan Halibut Fishing

Begin your Alaskan fishing adventure on a scenic 30-minute cruise with sight possibilities of glaciers, whales, and other marine mammals. Your target fish will be halibut; however, you might also catch other bottom fish, such as pacific cod and a variety of rockfish. Fish in the local hot spots for approximately three hours as you enjoy snacks, refreshing beverages, and spectacular views. Then, have your catch professionally processed and shipped home.

Enjoy a scenic cruise on route to your fishing grounds and spot a variety of marine mammals along the way.

Explore the abundant waters of Juneau, Alaska and fish for halibut, cod, and more."
